year,season,adm_id,rfh,rfh_avg,r1h,r1h_avg,r3h,r3h_avg,rfq
1991,Yala,25836,18.013218433333336,26.790536359999997,54.58218416666667,79.6897906,171.809772,256.02168466666666,88.3621491
1991,Yala,25837,31.2101271,40.849070866666665,102.63291306666666,125.76238946666668,322.37173,388.3419533333333,86.38846526666666
1991,Yala,25838,19.57071668,27.446542333333333,65.5246116,85.04722633333334,220.52896833333335,272.32022466666666,87.59171666666666
1991,Yala,25839,2.53763438,7.206666805333333,8.698924446666666,21.91641582533333,35.189247466666664,79.48781306666666,80.70842553333334
1991,Yala,25840,2.16910574,7.205636865733334,9.076422875333332,23.20856330173333,48.78211404666667,91.32043415333334,81.4038054
1991,Yala,25841,7.256410361133333,14.172102515333334,26.047180593333334,44.41661488666667,100.8482042,157.46222113333334,86.2345026
1991,Yala,25842,7.537255016666666,14.647764704,23.294901866666667,43.81335964,77.93725366666668,143.32726693333333,82.18910213333334
1991,Yala,25843,13.140512796666666,20.541675273333333,40.436922800000005,61.22991383333333,122.58564066666666,190.50707933333334,88.2797822
1991,Yala,25844,65.78060553333333,82.4130918,204.347882,246.763552,592.8751573333334,705.68076,82.94799006666668
1991,Yala,25845,70.5956788,77.393087,213.43826966666666,233.45839399999997,626.3154193333334,692.0234713333333,94.40084686666667
1991,Yala,25846,86.30370386666667,89.19703486666667,264.069134,266.4841993333333,745.116084,776.229762,102.92475956666667
1991,Yala,25847,35.2266664,28.809725800000002,110.10980466666666,87.99189533333333,311.343534,282.3939613333333,131.39784886666666
1991,Yala,25848,78.71281951333334,72.40478573333333,238.92991266666667,216.882336,665.9760566666666,645.2052386666667,116.51784428666666
1991,Yala,25849,32.55744616,39.10229326666667,104.55319053333332,119.40877226666666,315.492202,379.7031426666666,91.87757486666666
1991,Yala,25850,25.309319159999998,28.256571066666666,82.18530606666667,87.97001180000001,243.09748533333334,298.04088666666667,106.04212573333332
1991,Yala,25851,65.25797173333333,88.11004846666667,199.96232266666667,262.9925606666667,595.127536,752.2513906666667,76.00457239999999
1991,Yala,25852,54.77588633333333,71.27120500000001,172.26666726666664,214.40108766666665,511.7985933333333,624.2624186666667,80.82229213333333
1991,Yala,25853,84.55384495333332,98.40995973333334,258.59101293333333,293.6865833333333,752.0640786666667,845.5208033333333,88.48861758
1991,Yala,2736,42.994595399999994,52.82294293333334,134.60648666666665,158.30922433333336,398.00361200000003,470.7630086666667,87.3783126
1991,Yala,2737,14.26517076,17.76227927333333,44.566667599999995,52.89274973333333,133.89871826666666,187.77039573333334,93.5406148
1991,Yala,2738,16.85337154666667,24.3266853,51.2866108,73.20203280000001,165.3732156,234.63896906666665,91.20157766666667
1991,Yala,2739,26.51044006,35.4374842,87.64955813333333,109.32268366666668,281.2503193333333,341.4954453333333,86.75235426666667
1991,Yala,2740,7.4357724421333335,14.007990790933333,24.192799293333334,42.58578370666667,84.45574853333332,142.8887894,84.54932553333333
1991,Yala,2741,68.97096026666667,79.0869528,210.37095933333333,237.94786733333333,615.0318926666666,696.631768,90.2486408
1991,Yala,2742,60.24981286666666,56.681198933333334,185.04120333333333,170.38128493333335,520.637822,511.7016653333333,113.80411959999999
1991,Yala,2743,27.742619,31.897634533333335,89.69452633333334,98.52445153333333,267.40142799999995,325.45607600000005,99.80498800000001
1991,Yala,2744,69.444262,86.01307773333333,214.28196666666665,257.35559133333334,629.9164039999999,742.6983433333334,83.34495473333332
1991,Yala,41748,46.17666624666666,56.0566302,145.55888513333332,167.8284824,427.40443866666664,494.53666200000004,88.08590726666667
1991,Yala,41749,55.80804686666667,67.913295,173.186206,201.72394666666665,494.56554133333333,575.2431006666667,84.43012466666667
1992,Maha,25830,53.3738453,71.92911595238095,170.86425162857142,214.58997861904763,483.47620066666667,627.0700814285714,66.46259304761905
1992,Maha,25832,50.7709745,64.65628938095237,168.65436085714288,193.42249280952382,459.4982285714285,548.9646076190477,73.30587252380953
1992,Maha,25833,49.46283458571429,64.11130457142858,163.22706219047618,192.4942884761905,442.1022011904762,553.3583047619047,71.98395914285713
1992,Maha,25834,51.162937533333334,60.273608428571436,155.76764244285715,182.43056023809524,427.8955763809524,541.5389990476191,77.78143642857142
1992,Maha,25835,41.55460991428571,53.82824052380953,128.32198778095238,160.9254887142857,362.82918342857147,471.85056,71.60566328571429
1992,Maha,25836,53.59564905714286,66.37216823809524,169.33045638571429,199.50328304761908,464.08496933333333,584.959800952381,71.69220614285715
1992,Maha,25837,41.60036146190476,54.728250095238096,130.40837698571428,161.87013000000002,379.7640093333333,476.94696571428574,65.2460619047619
1992,Maha,25838,36.64040991904761,45.841047476190475,113.12416538571428,135.56479719047618,316.8651460952381,393.676069047619,69.10286538095238
1992,Maha,25839,34.04761894761904,49.44137242857143,102.1090628857143,147.86098395238096,308.5284210952381,432.34474685714287,66.97606796190476
1992,Maha,25840,34.10685239047619,49.03383511904762,101.73286659047619,145.72469957142857,293.92102785714286,420.19733,70.13345033333333
1992,Maha,25841,37.969231042857146,50.197973142857144,115.77435982857143,149.10473723809523,336.9025658095238,429.00358809523806,70.48722876190476
1992,Maha,25842,39.65378140952381,55.93848766666667,120.35294063809525,167.71755504761904,355.82465323809527,493.0701666666667,69.76456145238096
1992,Maha,25843,43.68205203809524,55.91916957142857,132.63003967142856,167.88612942857142,389.18315666666666,497.53788304761906,73.5368966047619
1992,Maha,25844,59.308224142857135,77.8193059047619,187.86146742857142,233.85884638095237,587.7212073809524,725.2034395238095,63.66074295238096
1992,Maha,25845,55.85141098095238,76.19412095238096,174.06525352380953,227.77103404761905,521.3562528571429,688.6325152380953,63.81803166666666
1992,Maha,25846,59.52380904285714,81.46816585714285,191.50176342857142,245.34073833333332,584.7769019047619,752.4032647619048,64.02325742857143
1992,Maha,25847,34.62408905238095,46.58647880952381,112.01960595238094,138.69268157142855,315.78544,402.38132190476193,63.82393157142857
1992,Maha,25848,52.671550266666664,73.83964276190476,171.19169709523808,221.89678266666664,512.1929223809524,669.3320728571429,61.56459747619048
1992,Maha,25849,55.53495443809524,70.867022,177.64944729523808,211.10337642857144,497.31460400000003,617.2534633333333,69.5401121904762
1992,Maha,25850,47.963133276190476,60.379288571428575,154.60189064285714,178.83676485714284,415.98769619047624,511.4043295238095,69.67862985714285
1992,Maha,25851,60.42029028571429,80.26659785714286,191.7908882857143,241.85817742857142,590.6997942857143,750.8714961904761,64.67907600000001
1992,Maha,25852,53.76798408571428,68.3319830952381,168.88145852380953,204.60624976190476,525.8490347619047,626.2708247619048,65.90261009523809
1992,Maha,25853,66.40201499047619,88.73891947619047,209.72618880952382,267.5044873333333,639.3580576190476,827.4943176190476,64.65443642857143
1992,Maha,2736,53.85379605238096,72.46037752380953,172.9294732142857,217.51529923809522,512.8285673809523,654.9511652380952,65.17536995238095
1992,Maha,2737,50.5314416,63.34715133333333,163.79975918095238,190.25440547619047,446.5190773333333,548.14396,74.23326214285714
1992,Maha,2738,45.53398502380952,57.97381171428571,141.87464622857144,173.67484809523808,396.2926302380952,509.23139142857144,71.40159414285715
1992,Maha,2739,39.59766408095238,51.13983261904762,123.42947095238094,151.24873295238095,354.3671167142857,443.32437619047624,66.53926985714286
1992,Maha,2740,38.78662724285714,52.94583804761905,117.46590566190476,158.25366161904762,345.1421992857143,462.6025685714286,71.25550509523809
1992,Maha,2741,57.01782014285715,76.74249714285713,178.7204162857143,229.8252016666667,543.7493442857143,700.9723995238095,63.85364847619047
1992,Maha,2742,46.1321567,63.13976328571429,149.09684457142856,189.27669857142857,440.42268904761903,567.0569661904761,63.12669276190476
1992,Maha,2743,50.505102190476194,63.90017057142857,162.33928938095238,189.6691261904762,443.2903047619048,546.9394071428571,69.97285104761905
1992,Maha,2744,60.40710339523809,79.27998961904761,190.60967904761907,238.43824023809526,586.4558728571428,735.5285157142857,65.02838533333333
1992,Maha,41748,54.32777767142858,74.03280361904761,175.2333349047619,222.38983947619047,521.0865159047619,673.0034919047619,64.32954702380952
1992,Maha,41749,53.91789798571428,71.44742761904762,172.93185342857143,215.85191547619047,538.1929357142857,668.4838033333333,65.1859275952381
1992,Yala,25830,29.8278605,36.863814266666665,84.08855566666666,112.20162493333333,212.43979666666667,359.0276953333333,92.30928813333334
1992,Yala,25832,19.112472006666668,20.512275199999998,53.3260766,62.2506574,141.21677586666667,228.19169666666667,97.2952436
1992,Yala,25833,13.063414544,12.536748139999998,35.005690933333334,37.26271,81.01625940000001,142.64384833333332,105.310596
1992,Yala,25834,17.763052105333333,18.054377542666668,49.2072291,51.760829560000005,117.41526133333333,160.76369506666666,101.24178573333333
1992,Yala,25835,19.394609743999997,23.11048716133333,55.82553046666667,69.99956577333333,151.51489286666668,224.0840936666667,95.51846746666666
1992,Yala,25836,23.95804604266667,26.790536359999997,68.0344826,79.6897906,166.98965733333335,256.02168466666666,103.0192072
1992,Yala,25837,32.147257366666665,40.849070866666665,93.52742710666666,125.76238946666668,244.51222333333334,388.3419533333333,91.80765466666666
1992,Yala,25838,20.150156213333332,27.446542333333333,59.44299213333333,85.04722633333334,168.4355224,272.32022466666666,88.96344359999999
1992,Yala,25839,4.430107617333333,7.206666805333333,13.079570197333334,21.91641582533333,40.98924746666667,79.48781306666666,88.8993216
1992,Yala,25840,2.5040650426666664,7.205636865733334,7.557723366,23.20856330173333,27.81138286666667,91.32043415333334,84.6628498
1992,Yala,25841,9.772307666,14.172102515333334,28.305640840000002,44.41661488666667,84.37948866666667,157.46222113333334,93.64871266666665
1992,Yala,25842,9.047843191333333,14.647764704,25.715293746666664,43.81335964,69.70823633333333,143.32726693333333,83.13752240000001
1992,Yala,25843,16.730256175333334,20.541675273333333,48.016410400000005,61.22991383333333,127.61846586666667,190.50707933333334,91.76344433333334
1992,Yala,25844,70.25575878,82.4130918,203.56727746666667,246.763552,511.01211973333335,705.68076,87.04470686666667
1992,Yala,25845,73.66172813333333,77.393087,218.7820966666667,233.45839399999997,572.6790049333334,692.0234713333333,95.38227439999999
