date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice,year,month,season
2023-06-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,202.91,0.67,2023,6,Yala
2023-06-15,North Central,Anuradhapura,Anuradhapura,1906,8.34,80.33,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,215.5,0.71,2023,6,Yala
2023-07-15,Northern,Mannar,Mannar,364,8.98,79.9,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,226.0,0.71,2023,7,Yala
2023-07-15,Southern,Hambantota,Hambantota,1908,6.14,81.08,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,230.0,0.72,2023,7,Yala
2023-07-15,Northern,Mullattivu,Mullativu,7843,9.32,80.7,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,196.46,0.62,2023,7,Yala
2023-07-15,Sabaragamuwa,Kegalle,Kegalle,1913,7.25,80.34,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,216.2,0.68,2023,7,Yala
2023-07-15,Sabaragamuwa,Ratnapura,Embilipitiya,7833,6.33,80.85,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,217.6,0.68,2023,7,Yala
2023-07-15,Sabaragamuwa,Ratnapura,Rathnapura,1919,6.72,80.34,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,219.0,0.69,2023,7,Yala
2023-07-15,Sabaragamuwa,Ratnapura,Rathnapura,1919,6.72,80.34,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,229.99,0.72,2023,7,Yala
2023-07-15,Southern,Galle,Galle,1910,6.04,80.22,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,230.0,0.72,2023,7,Yala
2023-07-15,Southern,Matara,Matara,1916,5.95,80.52,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,217.35,0.68,2023,7,Yala
2023-07-15,Uva,Moneragala,Dammbagalla,5287,6.98,81.37,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,229.6,0.72,2023,7,Yala
2023-07-15,Uva,Badulla,Badulla,1907,6.99,81.04,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,199.38,0.62,2023,7,Yala
2023-07-15,Uva,Badulla,Keppetipola (DEC},7839,6.91,80.91,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,228.2,0.72,2023,7,Yala
2023-07-15,Uva,Moneragala,Monaragala,1889,6.87,81.23,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,217.0,0.68,2023,7,Yala
2023-07-15,Uva,Moneragala,Monaragala,1889,6.87,81.23,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,230.0,0.72,2023,7,Yala
2023-07-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,215.78,0.68,2023,7,Yala
2023-07-15,Western,Colombo,Meegoda(DEC),7841,6.84,80.05,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,222.17,0.7,2023,7,Yala
2023-07-15,Western,Kalutara,Kalutara,1911,6.59,79.96,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,231.56,0.73,2023,7,Yala
2023-07-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,229.0,0.72,2023,7,Yala
2023-07-15,Southern,Matara,Matara,1916,5.95,80.52,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,230.0,0.72,2023,7,Yala
2023-07-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,194.12,0.61,2023,7,Yala
2023-07-15,North Central,Anuradhapura,Galenbindunuwewa,7835,8.29,80.72,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,215.4,0.68,2023,7,Yala
2023-07-15,North Western,Kurunegala,Nikaweratiya,7842,7.75,80.12,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,230.0,0.72,2023,7,Yala
2023-07-15,Central,Kandy,Kandy,1912,7.29,80.59,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,215.0,0.67,2023,7,Yala
2023-07-15,Central,Matale,Matale,1915,7.47,80.62,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,228.88,0.72,2023,7,Yala
2023-07-15,Central,Nuwara Eliya,Hanguranketha,7840,7.18,80.78,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,214.24,0.67,2023,7,Yala
2023-07-15,Central,Nuwara Eliya,Hanguranketha,7840,7.18,80.78,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,228.54,0.72,2023,7,Yala
2023-07-15,Central,Nuwara Eliya,Nuwara Eliya,1917,6.95,80.75,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,228.12,0.72,2023,7,Yala
2023-07-15,Eastern,Ampara,Dehiattakandiya,7837,7.66,81.05,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,217.67,0.68,2023,7,Yala
2023-07-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,192.4,0.6,2023,7,Yala
2023-07-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,195.53,0.61,2023,7,Yala
2023-07-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,225.0,0.71,2023,7,Yala
2023-07-15,Central,Matale,Matale,1915,7.47,80.62,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,213.16,0.67,2023,7,Yala
2023-07-15,North Central,Anuradhapura,Anuradhapura,1906,8.34,80.33,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,230.0,0.72,2023,7,Yala
2023-07-15,North Central,Anuradhapura,Anuradhapura,1906,8.34,80.33,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,215.2,0.67,2023,7,Yala
2023-07-15,North Western,Kurunegala,Kurunegala,1914,7.48,80.32,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,230.0,0.72,2023,7,Yala
2023-07-15,North Western,Kurunegala,Kurunegala,1914,7.48,80.32,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,216.73,0.68,2023,7,Yala
2023-07-15,North Western,Kurunegala,Nikaweratiya,7842,7.75,80.12,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,212.33,0.67,2023,7,Yala
2023-07-15,North Central,Anuradhapura,Thambuttegama,5346,8.16,80.3,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,230.0,0.72,2023,7,Yala
2023-07-15,North Central,Anuradhapura,Galenbindunuwewa,7835,8.29,80.72,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,224.0,0.7,2023,7,Yala
2023-07-15,Northern,Jaffna,Jaffna,362,9.66,80.01,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,186.67,0.59,2023,7,Yala
2023-07-15,North Central,Polonnaruwa,Polonnaruwa,1888,7.93,81.01,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,219.32,0.69,2023,7,Yala
2023-08-15,Sabaragamuwa,Kegalle,Kegalle,1913,7.25,80.34,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,230.0,0.72,2023,8,Yala
2023-08-15,Southern,Galle,Galle,1910,6.04,80.22,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,230.0,0.72,2023,8,Yala
2023-08-15,Sabaragamuwa,Ratnapura,Embilipitiya,7833,6.33,80.85,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,215.81,0.67,2023,8,Yala
2023-08-15,Sabaragamuwa,Ratnapura,Embilipitiya,7833,6.33,80.85,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,227.17,0.71,2023,8,Yala
2023-08-15,Sabaragamuwa,Ratnapura,Rathnapura,1919,6.72,80.34,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,220.9,0.69,2023,8,Yala
2023-08-15,Sabaragamuwa,Ratnapura,Rathnapura,1919,6.72,80.34,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,233.15,0.73,2023,8,Yala
2023-08-15,Southern,Galle,Galle,1910,6.04,80.22,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,220.0,0.69,2023,8,Yala
2023-08-15,Southern,Hambantota,Hambantota,1908,6.14,81.08,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,230.0,0.72,2023,8,Yala
2023-08-15,Uva,Moneragala,Dammbagalla,5287,6.98,81.37,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,212.2,0.66,2023,8,Yala
2023-08-15,Southern,Matara,Matara,1916,5.95,80.52,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,230.0,0.72,2023,8,Yala
2023-08-15,Uva,Badulla,Badulla,1907,6.99,81.04,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,198.25,0.62,2023,8,Yala
2023-08-15,Uva,Moneragala,Dammbagalla,5287,6.98,81.37,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,229.05,0.72,2023,8,Yala
2023-08-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,218.62,0.68,2023,8,Yala
2023-08-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,230.9,0.72,2023,8,Yala
2023-08-15,Western,Gampaha,Gampaha,1909,7.08,79.98,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,230.0,0.72,2023,8,Yala
2023-08-15,Sabaragamuwa,Kegalle,Kegalle,1913,7.25,80.34,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,215.0,0.67,2023,8,Yala
2023-08-15,Southern,Matara,Matara,1916,5.95,80.52,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,216.5,0.68,2023,8,Yala
2023-08-15,Northern,Vavuniya,Vavuniya,367,8.75,80.5,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,227.45,0.71,2023,8,Yala
2023-08-15,Northern,Mullattivu,Mullativu,7843,9.32,80.7,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,201.0,0.63,2023,8,Yala
2023-08-15,Eastern,Ampara,Ampara,360,7.28,81.67,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,220.0,0.69,2023,8,Yala
2023-08-15,Northern,Mannar,Mannar,364,8.98,79.9,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,226.0,0.71,2023,8,Yala
2023-08-15,Central,Kandy,Kandy,1912,7.29,80.59,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,215.65,0.67,2023,8,Yala
2023-08-15,Central,Kandy,Kandy,1912,7.29,80.59,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,229.4,0.72,2023,8,Yala
2023-08-15,Central,Matale,Matale,1915,7.47,80.62,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,212.2,0.66,2023,8,Yala
2023-08-15,Central,Nuwara Eliya,Hanguranketha,7840,7.18,80.78,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,229.0,0.72,2023,8,Yala
2023-08-15,Eastern,Ampara,Dehiattakandiya,7837,7.66,81.05,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,219.17,0.68,2023,8,Yala
2023-08-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,230.8,0.72,2023,8,Yala
2023-08-15,North Central,Anuradhapura,Galenbindunuwewa,7835,8.29,80.72,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,214.6,0.67,2023,8,Yala
2023-08-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,232.25,0.73,2023,8,Yala
2023-08-15,North Central,Anuradhapura,Thambuttegama,5346,8.16,80.3,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,230.0,0.72,2023,8,Yala
2023-08-15,North Central,Polonnaruwa,Polonnaruwa,1888,7.93,81.01,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,229.4,0.72,2023,8,Yala
2023-08-15,North Western,Kurunegala,Kurunegala,1914,7.48,80.32,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,213.75,0.67,2023,8,Yala
2023-08-15,North Western,Kurunegala,Nikaweratiya,7842,7.75,80.12,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,212.08,0.66,2023,8,Yala
2023-08-15,North Western,Kurunegala,Nikaweratiya,7842,7.75,80.12,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,230.0,0.72,2023,8,Yala
2023-08-15,North Western,Puttalam,Puttalam,1918,8.04,79.84,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,217.55,0.68,2023,8,Yala
2023-08-15,Northern,Jaffna,Jaffna,362,9.66,80.01,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,196.67,0.61,2023,8,Yala
2023-08-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,232.75,0.73,2023,8,Yala
2023-08-15,North Central,Anuradhapura,Galenbindunuwewa,7835,8.29,80.72,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,225.5,0.7,2023,8,Yala
2023-09-15,Sabaragamuwa,Ratnapura,Rathnapura,1919,6.72,80.34,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,219.9,0.68,2023,9,Maha
2023-09-15,Southern,Galle,Galle,1910,6.04,80.22,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,220.0,0.68,2023,9,Maha
2023-09-15,Sabaragamuwa,Ratnapura,Rathnapura,1919,6.72,80.34,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,232.25,0.72,2023,9,Maha
2023-09-15,Sabaragamuwa,Ratnapura,Embilipitiya,7833,6.33,80.85,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,233.31,0.72,2023,9,Maha
2023-09-15,Northern,Mannar,Mannar,364,8.98,79.9,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,230.0,0.71,2023,9,Maha
2023-09-15,Northern,Vavuniya,Vavuniya,367,8.75,80.5,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,212.8,0.66,2023,9,Maha
2023-09-15,Northern,Mullattivu,Mullativu,7843,9.32,80.7,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,215.0,0.67,2023,9,Maha
2023-09-15,Southern,Galle,Galle,1910,6.04,80.22,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,230.0,0.71,2023,9,Maha
2023-09-15,Sabaragamuwa,Ratnapura,Embilipitiya,7833,6.33,80.85,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,216.88,0.67,2023,9,Maha
2023-09-15,Southern,Hambantota,Hambantota,1908,6.14,81.08,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,230.0,0.71,2023,9,Maha
2023-09-15,Western,Gampaha,Gampaha,1909,7.08,79.98,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,220.0,0.68,2023,9,Maha
2023-09-15,Uva,Badulla,Keppetipola (DEC},7839,6.91,80.91,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,213.33,0.66,2023,9,Maha
2023-09-15,Uva,Badulla,Keppetipola (DEC},7839,6.91,80.91,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,230.45,0.71,2023,9,Maha
2023-09-15,Uva,Moneragala,Dammbagalla,5287,6.98,81.37,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,218.0,0.68,2023,9,Maha
2023-09-15,Uva,Moneragala,Dammbagalla,5287,6.98,81.37,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,229.9,0.71,2023,9,Maha
2023-09-15,Uva,Moneragala,Monaragala,1889,6.87,81.23,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,218.5,0.68,2023,9,Maha
2023-09-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,222.08,0.69,2023,9,Maha
2023-09-15,Western,Kalutara,Kalutara,1911,6.59,79.96,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,232.6,0.72,2023,9,Maha
2023-09-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,235.32,0.73,2023,9,Maha
2023-09-15,Southern,Matara,Matara,1916,5.95,80.52,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,220.0,0.68,2023,9,Maha
2023-09-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,236.75,0.73,2023,9,Maha
2023-09-15,Central,Matale,Matale,1915,7.47,80.62,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,229.9,0.71,2023,9,Maha
2023-09-15,North Western,Puttalam,Puttalam,1918,8.04,79.84,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,230.0,0.71,2023,9,Maha
2023-09-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,216.75,0.67,2023,9,Maha
2023-09-15,Central,Kandy,Kandy,1912,7.29,80.59,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,219.8,0.68,2023,9,Maha
2023-09-15,Central,Matale,Matale,1915,7.47,80.62,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,217.1,0.67,2023,9,Maha
2023-09-15,Central,Nuwara Eliya,Nuwara Eliya,1917,6.95,80.75,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,213.95,0.66,2023,9,Maha
2023-09-15,Central,Nuwara Eliya,Nuwara Eliya,1917,6.95,80.75,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,231.5,0.72,2023,9,Maha
2023-09-15,Eastern,Ampara,Dehiattakandiya,7837,7.66,81.05,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,233.75,0.72,2023,9,Maha
2023-09-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,236.67,0.73,2023,9,Maha
2023-09-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,206.83,0.64,2023,9,Maha
2023-09-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,237.75,0.74,2023,9,Maha
2023-09-15,Eastern,Ampara,Ampara,360,7.28,81.67,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,220.0,0.68,2023,9,Maha
2023-09-15,North Central,Anuradhapura,Anuradhapura,1906,8.34,80.33,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,230.0,0.71,2023,9,Maha
2023-09-15,North Central,Anuradhapura,Anuradhapura,1906,8.34,80.33,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,217.0,0.67,2023,9,Maha
2023-09-15,North Western,Kurunegala,Nikaweratiya,7842,7.75,80.12,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,220.0,0.68,2023,9,Maha
2023-09-15,North Western,Kurunegala,Kurunegala,1914,7.48,80.32,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,229.0,0.71,2023,9,Maha
2023-09-15,North Central,Polonnaruwa,Polonnaruwa,1888,7.93,81.01,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,219.0,0.68,2023,9,Maha
2023-09-15,North Western,Puttalam,Puttalam,1918,8.04,79.84,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,217.6,0.67,2023,9,Maha
2023-09-15,North Central,Anuradhapura,Galenbindunuwewa,7835,8.29,80.72,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,230.0,0.71,2023,9,Maha
2023-09-15,North Central,Anuradhapura,Galenbindunuwewa,7835,8.29,80.72,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,220.0,0.68,2023,9,Maha
2023-09-15,North Central,Anuradhapura,Thambuttegama,5346,8.16,80.3,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,235.0,0.73,2023,9,Maha
2023-10-15,Southern,Hambantota,Tissamaharama,7834,6.28,81.29,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,235.0,0.73,2023,10,Maha
2023-10-15,Northern,Vavuniya,Vavuniya,367,8.75,80.5,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,233.04,0.72,2023,10,Maha
2023-10-15,Sabaragamuwa,Kegalle,Kegalle,1913,7.25,80.34,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,217.9,0.67,2023,10,Maha
2023-10-15,Sabaragamuwa,Kegalle,Kegalle,1913,7.25,80.34,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,230.4,0.71,2023,10,Maha
2023-10-15,Sabaragamuwa,Ratnapura,Embilipitiya,7833,6.33,80.85,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,217.5,0.67,2023,10,Maha
2023-10-15,Sabaragamuwa,Ratnapura,Embilipitiya,7833,6.33,80.85,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,233.6,0.72,2023,10,Maha
2023-10-15,Sabaragamuwa,Ratnapura,Rathnapura,1919,6.72,80.34,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,217.67,0.67,2023,10,Maha
2023-10-15,Southern,Galle,Galle,1910,6.04,80.22,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,220.0,0.68,2023,10,Maha
2023-10-15,Southern,Hambantota,Tissamaharama,7834,6.28,81.29,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,220.0,0.68,2023,10,Maha
2023-10-15,Southern,Matara,Matara,1916,5.95,80.52,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,230.0,0.71,2023,10,Maha
2023-10-15,Western,Kalutara,Kalutara,1911,6.59,79.96,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,222.6,0.69,2023,10,Maha
2023-10-15,Uva,Badulla,Badulla,1907,6.99,81.04,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,230.0,0.71,2023,10,Maha
2023-10-15,Uva,Badulla,Keppetipola (DEC},7839,6.91,80.91,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,218.0,0.67,2023,10,Maha
2023-10-15,Uva,Badulla,Keppetipola (DEC},7839,6.91,80.91,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,232.6,0.72,2023,10,Maha
2023-10-15,Uva,Moneragala,Monaragala,1889,6.87,81.23,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,217.96,0.67,2023,10,Maha
2023-10-15,Uva,Moneragala,Monaragala,1889,6.87,81.23,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,230.0,0.71,2023,10,Maha
2023-10-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,222.17,0.69,2023,10,Maha
2023-10-15,Western,Colombo,Meegoda(DEC),7841,6.84,80.05,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,230.0,0.71,2023,10,Maha
2023-10-15,Western,Gampaha,Gampaha,1909,7.08,79.98,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,237.6,0.73,2023,10,Maha
2023-10-15,Northern,Vavuniya,Vavuniya,367,8.75,80.5,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,219.95,0.68,2023,10,Maha
2023-10-15,Uva,Badulla,Badulla,1907,6.99,81.04,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,216.51,0.67,2023,10,Maha
2023-10-15,Northern,Mannar,Mannar,364,8.98,79.9,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,230.0,0.71,2023,10,Maha
2023-10-15,Uva,Moneragala,Dammbagalla,5287,6.98,81.37,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,217.48,0.67,2023,10,Maha
2023-10-15,Northern,Kilinochchi,Kilinochchi,363,9.4,80.4,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,232.6,0.72,2023,10,Maha
2023-10-15,Central,Kandy,Kandy,1912,7.29,80.59,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,232.35,0.72,2023,10,Maha
2023-10-15,Central,Nuwara Eliya,Hanguranketha,7840,7.18,80.78,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,217.96,0.67,2023,10,Maha
2023-10-15,Central,Nuwara Eliya,Nuwara Eliya,1917,6.95,80.75,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,232.44,0.72,2023,10,Maha
2023-10-15,Eastern,Ampara,Ampara,360,7.28,81.67,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,220.0,0.68,2023,10,Maha
2023-10-15,Eastern,Ampara,Ampara,360,7.28,81.67,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,232.0,0.72,2023,10,Maha
2023-10-15,Northern,Mannar,Mannar,364,8.98,79.9,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,219.57,0.68,2023,10,Maha
2023-10-15,Eastern,Ampara,Dehiattakandiya,7837,7.66,81.05,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,233.67,0.72,2023,10,Maha
2023-10-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,217.32,0.67,2023,10,Maha
2023-10-15,Eastern,Batticaloa,Batticaloa,361,7.72,81.7,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,232.0,0.72,2023,10,Maha
2023-10-15,Eastern,Trincomalee,Trincomalee,366,8.57,81.23,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,216.25,0.67,2023,10,Maha
2023-10-15,Central,Matale,Matale,1915,7.47,80.62,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,218.2,0.67,2023,10,Maha
2023-10-15,North Central,Anuradhapura,Galenbindunuwewa,7835,8.29,80.72,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,220.0,0.68,2023,10,Maha
2023-10-15,North Central,Anuradhapura,Galenbindunuwewa,7835,8.29,80.72,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,231.2,0.71,2023,10,Maha
2023-10-15,North Central,Polonnaruwa,Polonnaruwa,1888,7.93,81.01,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,219.0,0.68,2023,10,Maha
2023-10-15,North Central,Polonnaruwa,Polonnaruwa,1888,7.93,81.01,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,229.4,0.71,2023,10,Maha
2023-10-15,North Western,Kurunegala,Kurunegala,1914,7.48,80.32,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,219.12,0.68,2023,10,Maha
2023-10-15,North Western,Kurunegala,Nikaweratiya,7842,7.75,80.12,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,220.0,0.68,2023,10,Maha
2023-10-15,North Western,Kurunegala,Nikaweratiya,7842,7.75,80.12,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,232.5,0.72,2023,10,Maha
