Feature,Importance
Prev_Yield,0.2935671192015244
Sown_to_Harvest_Ratio,0.2615602718788773
Price_Yield_Ratio,0.24625960028290844
Sown_Ha,0.09955250732552874
avg_price_lkr,0.06510221754599105
rfh_avg,0.02187896288044216
Season_Encoded,0.007995422156977397
Prev_Rainfall,0.002810067204087774
r1h_avg,0.0012738315236628624
